inventoryId,originKind,currentId,sourceFile,sourcePath,course,topic,topicIndex,block,community,provenance,statement,answer,solution,difficulty,modalities,reviewIndicators,mathFormat,options,correctIndex,accessible,accessibleVia,issues
"fase0-000045","source-record","1eso-original-context-09","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.8","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 9","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 9. Viaje en Coche: Un coche circula por la autopista a una velocidad constante de 120 km/h. Tabla de la distancia recorrida en 1, 2, 3, 4 horas.","x: horas; y: distancia; 120, 240, 360, 480; y=120x","La distancia es velocidad por tiempo. Resultado: y=120x.","easy","practica:true | examen:false","solutionNeedsReview:false","Unicode matemático","x: horas; y: distancia; 120, 240, 360, 480; y=120x | x: horas; y: distancia; 121, 122, 123, 124; y=120+x | x: distancia; y: horas; 120, 240, 360, 480; y=x/120 | x: horas; y: distancia; 120, 480, 1.080, 1.920; y=120x²","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice","solo-respuesta-final"
"fase0-000046","source-record","1eso-original-context-10","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.9","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 10","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 10. El Taxista: El servicio de taxi cuesta 2,40 € por bajada de bandera más 1,10 € por cada kilómetro recorrido. Tabla para 1, 5, 10, 15 km.","x: kilómetros; y: precio; 3,50, 7,90, 13,40, 18,90; y=2,40+1,10x","Sumamos la bajada de bandera y el coste por distancia. Resultado: y=2,40+1,10x.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","x: kilómetros; y: precio; 3,50, 7,90, 13,40, 18,90; y=2,40+1,10x | x: kilómetros; y: precio; 1,10, 5,50, 11, 16,50; y=1,10x | x: precio; y: kilómetros; 3,50, 7,90, 13,40, 18,90; y=2,40x+1,10 | x: kilómetros; y: precio; 3,50, 11,50, 21,50, 31,50; y=2,40+2x","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000047","source-record","1eso-original-context-11","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.10","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 11","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 11. Carga de Batería: Un móvil tiene el 15% de batería y se carga un 2% por cada minuto conectado. Tabla para 5, 10, 20, 30 minutos.","x: minutos; y: batería; 25%, 35%, 55%, 75%; y=15+2x","Al 15% inicial se añaden 2 puntos porcentuales por minuto. Resultado: y=15+2x.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","x: minutos; y: batería; 25%, 35%, 55%, 75%; y=15+2x | x: minutos; y: batería; 10%, 20%, 40%, 60%; y=2x | x: batería; y: minutos; 25%, 35%, 55%, 75%; y=15x+2 | x: minutos; y: batería; 17%, 19%, 23%, 27%; y=15+2","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000048","source-record","1eso-original-context-12","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.11","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 12","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 12. El Kilo de Manzanas: En la frutería, las manzanas cuestan 1,80 €/kg. Tabla de precios para 0,5, 1, 1,5, 2, 3 kg.","x: kilogramos; y: precio; 0,90, 1,80, 2,70, 3,60, 5,40; y=1,80x","Multiplicamos los kilogramos por 1,80 €/kg. Resultado: y=1,80x.","easy","practica:true | examen:false","solutionNeedsReview:false","Unicode matemático","x: kilogramos; y: precio; 0,90, 1,80, 2,70, 3,60, 5,40; y=1,80x | x: kilogramos; y: precio; 2,30, 2,80, 3,30, 3,80, 4,80; y=x+1,80 | x: precio; y: kilogramos; 0,90, 1,80, 2,70, 3,60, 5,40; y=x/1,80 | x: kilogramos; y: precio; 0,45, 1,80, 4,05, 7,20, 16,20; y=1,80x²","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice","solo-respuesta-final"
"fase0-000049","source-record","1eso-original-context-13","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.12","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 13","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 13. El Gimnasio: La matrícula del gimnasio cuesta 30 € (pago único) y la mensualidad es de 25 €. Tabla del coste total tras 1, 2, 3, 6 meses.","x: meses; y: coste; 55, 80, 105, 180; y=30+25x","El coste total suma 30 € de matrícula y 25 € por mes. Resultado: y=30+25x.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","x: meses; y: coste; 55, 80, 105, 180; y=30+25x | x: meses; y: coste; 25, 50, 75, 150; y=25x | x: coste; y: meses; 55, 80, 105, 180; y=30x+25 | x: meses; y: coste; 31, 32, 33, 36; y=30+x","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000050","source-record","1eso-original-context-14","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.13","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 14","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 14. Excursión escolar: Un autobús cuesta 200 € en total a repartir a partes iguales entre los alumnos que vayan. Tabla si van 10, 20, 25, 40 alumnos.","x: alumnos; y: coste por alumno; 20, 10, 8, 5; y=200/x","El total fijo se divide entre el número de alumnos. Resultado: y=200/x.","hard","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","x: alumnos; y: coste por alumno; 20, 10, 8, 5; y=200/x | x: alumnos; y: coste por alumno; 2.000, 4.000, 5.000, 8.000; y=200x | x: coste; y: alumnos; 20, 10, 8, 5; y=x/200 | x: alumnos; y: coste por alumno; 210, 220, 225, 240; y=200+x","0","true","1eso/9/MargaritaEsoOriginalPractice.build:master",""
"fase0-000051","source-record","1eso-original-context-15","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.14","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 1, ejercicio 15","En cada caso, identifica la variable independiente (x), la variable dependiente (y), completa la tabla y propón la expresión matemática de la función. 15. El Congelador: Al encender un congelador, la temperatura baja 3 °C cada hora. Si partía de 18 °C, haz la tabla para las primeras 6 horas.","x: horas; y: temperatura; 15, 12, 9, 6, 3, 0; y=18−3x","La temperatura inicial es 18 °C y disminuye 3 °C por hora. Resultado: y=18−3x.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","x: horas; y: temperatura; 15, 12, 9, 6, 3, 0; y=18−3x | x: horas; y: temperatura; 21, 24, 27, 30, 33, 36; y=18+3x | x: temperatura; y: horas; 15, 12, 9, 6, 3, 0; y=3x−18 | x: horas; y: temperatura; 17, 16, 15, 14, 13, 12; y=18−x","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000052","source-record","1eso-original-context-16","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.15","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 16","16. Fiebre Médica: Una gráfica muestra la temperatura de un paciente ingresado en función de las horas del día. El eje X va de 0:00 a 24:00, el eje Y de 36 °C a 41 °C. ¿Qué significa un tramo horizontal en esta gráfica?","La temperatura permanece constante durante ese intervalo","En un tramo horizontal cambia el tiempo, pero la coordenada vertical no cambia. Resultado: la temperatura permanece constante.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","La temperatura permanece constante durante ese intervalo | La temperatura aumenta a velocidad constante | El tiempo se detiene | La temperatura baja hasta 0 °C","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000053","source-record","1eso-original-context-17-a","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.16","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 17, apartado a","17. Senderismo: Representamos la altitud (m) de un montañero según las horas de caminata. Si la gráfica empieza en (0, 400), sube hasta (3, 1200), se mantiene hasta (4, 1200) y baja hasta (6, 400). a) ¿A qué altura empezó la ruta?","400 m","El punto inicial es (0,400): a tiempo 0 le corresponde una altitud de 400 m. Resultado: 400 m.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","400 m | 0 m | 1.200 m | 3 m","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000054","source-record","1eso-original-context-17-b","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.17","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 17, apartado b","17. Senderismo: Representamos la altitud (m) de un montañero según las horas de caminata. Si la gráfica empieza en (0, 400), sube hasta (3, 1200), se mantiene hasta (4, 1200) y baja hasta (6, 400). b) ¿Cuánto tiempo estuvo descansando en la cima?","1 hora","La altitud se mantiene entre las horas 3 y 4. Duración: 4−3=1 hora.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","1 hora | 3 horas | 4 horas | 7 horas","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice","solo-respuesta-final"
"fase0-000055","source-record","1eso-original-context-18","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.18","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 18","18. El Paseo del Perro: Alba sale a pasear a su perro. La gráfica mide la distancia a su casa en metros respecto al tiempo en minutos. Explica qué significa que la gráfica vuelva a tocar el eje X (y=0).","Alba ha regresado a su casa","El eje X corresponde a distancia y=0. Una distancia de 0 m a su casa significa que ha regresado.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","Alba ha regresado a su casa | Alba está a la máxima distancia de su casa | Alba permanece parada lejos de casa | Han transcurrido 0 minutos","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000056","source-record","1eso-original-context-19","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.19","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 19","19. Ventas del Año: Una tienda de ropa analiza sus ventas mensuales. En enero las ventas son altas, bajan drásticamente en marzo, suben al máximo en julio (rebajas) y caen en septiembre. Identifica los meses donde se sitúan los máximos y mínimos relativos.","Máximo en julio; mínimos en marzo y septiembre","Julio se describe como el máximo. Las caídas señaladas sitúan mínimos relativos en marzo y septiembre.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","Máximo en julio; mínimos en marzo y septiembre | Máximo en enero; mínimo en julio | Máximo en marzo; mínimos en enero y julio | Máximo en septiembre; mínimo en enero","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000057","source-record","1eso-original-context-20","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.20","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 20","20. Llenado de una Piscina: Una piscina se llena con una manguera. A las 2 horas tiene 4 m³ de agua y a las 5 horas tiene 10 m³. Si la relación es lineal, ¿cuánta agua entra por hora?","2 m³ por hora","La tasa es la pendiente: (10−4)/(5−2)=6/3=2. Resultado: 2 m³ por hora.","easy","practica:true | examen:false","solutionNeedsReview:false","Unicode matemático","2 m³ por hora | 3 m³ por hora | 6 m³ por hora | 14 m³ por hora","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000058","source-record","1eso-original-context-22","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.21","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 22","22. Gráfica de Temperatura: A las 6:00 la temperatura es −2 °C, a las 14:00 es 12 °C y a las 22:00 es 3 °C. Indica las coordenadas de estos tres puntos e identifica en qué cuadrantes se encuentran.","(6,−2), cuarto; (14,12), primero; (22,3), primero","El tiempo es x y la temperatura es y. Un punto (+,−) está en el cuarto cuadrante y un punto (+,+), en el primero.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","(6,−2), cuarto; (14,12), primero; (22,3), primero | (−2,6), segundo; (12,14), primero; (3,22), primero | (6,−2), segundo; (14,12), primero; (22,3), primero | (6,2), primero; (14,−12), cuarto; (22,−3), cuarto","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000059","source-record","1eso-original-context-23","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.22","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 23","23. El Repartidor: La gráfica muestra la distancia de un coche de reparto a la central. Si vemos un tramo completamente plano (horizontal) que dura 45 minutos, ¿qué actividad estaba realizando el repartidor en ese tiempo?","Permanecía detenido a la misma distancia de la central","Un tramo horizontal mantiene constante la distancia. Resultado: el repartidor estaba detenido.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","Permanecía detenido a la misma distancia de la central | Se acercaba a velocidad constante | Se alejaba a velocidad constante | Regresó instantáneamente a la central","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000060","source-record","1eso-original-context-24","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.23","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 24","24. El Cine: El precio de la entrada de cine disminuye según el número de personas que compran en un pack de grupo. Si para 1 persona vale 8 €, para 2 vale 14 € y para 3 vale 18 €: ¿Es una función de proporcionalidad directa? Razona la respuesta.","No, porque los cocientes 8/1, 14/2 y 18/3 no son iguales","En una proporcionalidad directa y/x debe ser constante. Los cocientes son 8, 7 y 6. No coinciden.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","No, porque los cocientes 8/1, 14/2 y 18/3 no son iguales | Sí, porque el precio total siempre aumenta | Sí, porque todas las cantidades son positivas | No, porque a cada número de personas le corresponden varios precios","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000061","source-record","1eso-original-context-25","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.24","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 25","25. Crecimiento de un Bebé: Una gráfica relaciona la edad de un bebé en meses (de 0 a 12) con su peso en kilogramos. ¿Tiene sentido unir los puntos con una línea continua o deberíamos dejar los puntos aislados? Justifica si es una variable continua.","Tiene sentido unirlos: edad y peso pueden tomar valores intermedios","La edad y el peso varían de manera continua y pueden medirse entre dos meses enteros. Por ello tiene sentido unir los puntos.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","Tiene sentido unirlos: edad y peso pueden tomar valores intermedios | Deben quedar aislados porque solo existen meses enteros | Deben quedar aislados porque el peso siempre es entero | No se pueden representar dos variables continuas","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
"fase0-000062","source-record","1eso-original-context-26-a","data/eso1-original-topic9-10-review2.js","window.MargaritaEsoOriginalPractice.review2.25","1eso","1eso:funciones","9","sin-determinar","no-aplica-o-sin-determinar","Material original · p. 2, ejercicio 26, apartado a","26. Consumo de Gasoil: Un camión consume 12 litros por cada 100 km. Si el depósito tiene 60 litros: a) ¿Cuál es la variable independiente?","La distancia recorrida, en kilómetros","Se elige o mide la distancia recorrida; el combustible restante depende de ella.","easy","practica:true | examen:false","solutionNeedsReview:false","texto plano/ASCII","La distancia recorrida, en kilómetros | Los litros que quedan | La capacidad inicial del depósito | El consumo de 12 litros","0","true","1eso/9/MargaritaEsoOriginalPractice.build:apprentice",""
